ID,FirstName,LastName,GivenName,BirthCity,BirthState,BirthCountry,BirthDate,Bats,Throws,Weight,Height,Debut
12273,Tommy,Nelson,Thomas Cousineau,Chicago,IL,USA,1917-05-01,R,R,180.0,71.0,1945-04-17
12274,Dick,Nen,Richard Leroy,South Gate,CA,USA,1939-09-24,L,L,200.0,74.0,1963-09-18
12275,Robb,Nen,Robert Allen,San Pedro,CA,USA,1969-11-28,R,R,200.0,76.0,1993-04-10
12276,Hector,Neris,Hector,Villa Altagracia,San Cristobal,D.R.,1989-06-14,R,R,215.0,74.0,2014-08-05
12277,Angel,Nesbitt,Angel Ladimir,Maracay,Aragua,Venezuela,1990-12-04,R,R,240.0,73.0,2015-04-08
12278,Pat,Neshek,Patrick John,Madison,WI,USA,1980-09-04,B,R,210.0,75.0,2006-07-07
12279,Jack,Ness,John Charles,Chicago,IL,USA,1885-11-11,R,R,165.0,74.0,1911-05-09
12280,Graig,Nettles,Graig,San Diego,CA,USA,1944-08-20,L,R,180.0,72.0,1967-09-06
12281,Jim,Nettles,James William,San Diego,CA,USA,1947-03-02,L,L,186.0,72.0,1970-09-07
12282,Morris,Nettles,Morris,Los Angeles,CA,USA,1952-01-26,L,L,170.0,73.0,1974-04-26
12283,Milo,Netzel,Miles Albion,Eldred,PA,USA,1886-05-12,L,L,,,1909-09-16
12284,Hal,Neubauer,Harold Charles,Hoboken,NJ,USA,1902-05-13,R,R,185.0,72.0,1925-07-12
12285,Tacks,Neuer,John Stein,Fremont,OH,USA,1877-06-08,L,L,,68.0,1907-08-28
12286,Nick,Neugebauer,Nickolas Donald,Riverside,CA,USA,1980-07-15,R,R,235.0,75.0,2001-08-19
12287,Dan,Neumeier,Daniel George,Shawano,WI,USA,1948-03-09,R,R,205.0,77.0,1972-09-08
12288,Michael,Neu,Michael David,Napa,CA,USA,1978-03-09,B,R,190.0,70.0,2003-04-09
12289,Johnny,Neun,John Henry,Baltimore,MD,USA,1900-10-28,B,L,175.0,70.0,1925-04-14
12290,Otto,Neu,Otto Adam,Springfield,OH,USA,1894-09-24,R,R,170.0,71.0,1917-07-10
12291,Ernie,Nevel,Ernie Wyre,Charleston,MO,USA,1919-08-17,R,R,190.0,71.0,1950-09-26
12292,Ernie,Nevers,Ernest Alonzo,Willow River,MN,USA,1902-06-11,R,R,205.0,72.0,1926-04-26
12293,Al,Nevin,Alexander Brown,Allegheny City,PA,USA,1850-10-03,,,,,1873-05-06
12294,Phil,Nevin,Phillip Joseph,Fullerton,CA,USA,1971-01-19,R,R,180.0,74.0,1995-06-11
12295,Don,Newcombe,Donald,Madison,NJ,USA,1926-06-14,L,R,220.0,76.0,1949-05-20
12296,John,Newell,John A.,Wilmington,DE,USA,1868-01-14,R,L,170.0,69.0,1891-07-22
12297,George,Newell,George Washington,St. Louis,MO,USA,1855-01-05,,,,,1877-08-08
12298,Tom,Newell,Thomas Dean,Monrovia,CA,USA,1963-05-17,R,R,185.0,73.0,1987-09-09
12299,Marc,Newfield,Marc Alexander,Sacramento,CA,USA,1972-10-19,R,R,205.0,76.0,1993-07-06
12300,David,Newhan,David Matthew,Fullerton,CA,USA,1973-09-07,L,R,180.0,70.0,1999-06-04
12301,Don,Newhauser,Donald Louis,Miami,FL,USA,1947-11-07,R,R,200.0,76.0,1972-06-15
12302,Hal,Newhouser,Harold,Detroit,MI,USA,1921-05-20,L,L,180.0,74.0,1939-09-29
12303,Floyd,Newkirk,Floyd Elmo,Norris City,IL,USA,1908-07-16,R,R,178.0,71.0,1934-08-21
12304,Joel,Newkirk,Joel Ivan,Kyana,IN,USA,1896-06-01,R,R,180.0,72.0,1919-08-20
12305,Maury,Newlin,Maurice Milton,Bloomingdale,IN,USA,1914-06-22,R,R,176.0,72.0,1940-09-20
12306,Al,Newman,Albert Dwayne,Kansas City,MO,USA,1960-06-30,B,R,175.0,69.0,1985-06-14
12307,Alan,Newman,Alan Spencer,La Habra,CA,USA,1969-10-02,L,L,240.0,78.0,1999-05-14
12308,Charlie,Newman,Charles,Juda,WI,USA,1868-11-05,R,R,160.0,71.0,1892-07-11
12309,Fred,Newman,Frederick William,Boston,MA,USA,1942-02-21,R,R,180.0,75.0,1962-09-16
12310,Jeff,Newman,Jeffrey Lynn,Fort Worth,TX,USA,1948-09-11,R,R,215.0,74.0,1976-06-30
12311,Josh,Newman,Joshua Paul,Portsmouth,OH,USA,1982-06-11,L,L,200.0,73.0,2007-09-12
12312,Ray,Newman,Raymond Francis,Evansville,IN,USA,1945-06-20,L,L,205.0,77.0,1971-05-16
12313,Pat,Newnam,Robert Albert,Hempstead,TX,USA,1880-12-10,L,R,180.0,72.0,1910-05-29
12314,Bobo,Newsom,Louis Norman,Hartsville,SC,USA,1907-08-11,R,R,200.0,75.0,1929-09-11
12315,Dick,Newsome,Heber Hampton,Ahoskie,NC,USA,1909-12-13,R,R,185.0,72.0,1941-04-25
12316,Skeeter,Newsome,Lamar Ashby,Phenix City,AL,USA,1910-10-18,R,R,155.0,69.0,1935-04-19
12317,Warren,Newson,Warren Dale,Newnan,GA,USA,1964-07-03,L,L,190.0,67.0,1991-05-29
12318,Doc,Newton,Eustace James,Mount Carmel,IN,USA,1877-10-26,L,L,185.0,72.0,1900-04-27
12319,Gus,Niarhos,Constantine Gregory,Birmingham,AL,USA,1920-12-06,R,R,160.0,72.0,1946-06-09
12320,Juan,Nicasio,Juan Ramon,San Francisco de Macoris,Duarte,D.R.,1986-08-31,R,R,250.0,76.0,2011-05-28
12321,Al,Nichols,Alfred Henry,Worcester,Worcestershire,United Kingdom,1852-02-14,,,180.0,71.0,1875-04-24
12322,Art,Nichols,Arthur Francis,Manchester,NH,USA,1871-07-14,R,R,175.0,70.0,1898-09-16
12323,Bill,Nicholson,William Beck,Chestertown,MD,USA,1914-12-11,L,R,205.0,72.0,1936-06-13
12324,Carl,Nichols,Carl Edward,Los Angeles,CA,USA,1962-10-14,R,R,184.0,72.0,1986-09-14
12325,Chet,Nichols,Chester Raymond,Woonsocket,RI,USA,1897-07-03,R,R,160.0,71.0,1926-07-30
12326,Chet,Nichols,Chester Raymond,Pawtucket,RI,USA,1931-02-22,B,L,165.0,73.0,1951-04-19
12327,Dave,Nicholson,David Lawrence,St. Louis,MO,USA,1939-08-29,R,R,215.0,74.0,1960-05-24
12328,Don,Nicholas,Donald Leigh,Phoenix,AZ,USA,1930-10-30,L,R,150.0,67.0,1952-04-16
12329,Dolan,Nichols,Dolan Levon,Tishomingo,MS,USA,1930-02-28,R,R,195.0,72.0,1958-04-15
12330,Frank,Nicholson,Frank Collins,Berlin,PA,USA,1889-08-29,R,R,175.0,74.0,1912-09-06
12331,Fred,Nicholson,Fred,Honey Grove,TX,USA,1894-09-01,R,R,173.0,70.0,1917-04-11
12332,Kevin,Nicholson,Kevin Ronald,Vancouver,BC,CAN,1976-03-29,B,R,190.0,70.0,2000-06-23
12333,Kid,Nichols,Charles Augustus,Madison,WI,USA,1869-09-14,B,R,175.0,70.0,1890-04-23
12334,Ovid,Nicholson,Ovid Edward,Salem,IN,USA,1888-12-30,L,R,155.0,69.0,1912-09-17
12335,Parson,Nicholson,Thomas Clark,Blaine,OH,USA,1863-04-14,R,,148.0,69.0,1888-09-14
12336,Reid,Nichols,Thomas Reid,Ocala,FL,USA,1958-08-05,R,R,165.0,71.0,1980-09-16
12337,Roy,Nichols,Roy,Little Rock,AR,USA,1921-03-03,R,R,155.0,71.0,1944-05-06
12338,Rod,Nichols,Rodney Lea,Burlington,IA,USA,1964-12-29,R,R,190.0,74.0,1988-07-30
12339,Sam,Nicholl,Samuel Anderson,,Antrim,Ireland,1869-04-20,R,R,178.0,70.0,1888-10-05
12340,Simon,Nicholls,Simon Burdette,Germantown,MD,USA,1882-07-18,L,R,165.0,71.0,1903-09-18
12341,Tricky,Nichols,Frederick C.,Bridgeport,CT,USA,1850-07-26,R,R,150.0,67.0,1875-04-19
12342,Chris,Nichting,Christopher Thomas,Cincinnati,OH,USA,1966-05-13,R,R,205.0,73.0,1995-05-15
12343,Mike,Nickeas,Michael James,Vancouver,BC,CAN,1983-02-13,R,R,210.0,72.0,2010-09-04
12344,Doug,Nickle,Douglas Alan,Sonoma,CA,USA,1974-10-02,R,R,210.0,76.0,2000-09-18
12345,George,Nicol,George Edward,Barry,IL,USA,1870-10-17,R,L,155.0,67.0,1890-09-23
12346,Hugh,Nicol,Hugh N.,Campsie,Stirling,United Kingdom,1858-01-01,R,R,145.0,64.0,1881-05-03
12347,Justin,Nicolino,Justin Brian,Orlando,FL,USA,1991-11-22,L,L,190.0,75.0,2015-06-20
12348,Steve,Nicosia,Steven Richard,Paterson,NJ,USA,1955-08-06,R,R,185.0,70.0,1978-07-08
12349,Charlie,Niebergall,Charles Arthur,New York,NY,USA,1899-05-23,R,R,160.0,70.0,1921-06-17
12350,David,Nied,David Glen,Dallas,TX,USA,1968-12-22,R,R,175.0,74.0,1992-09-01
12351,Tom,Niedenfuer,Thomas Edward,St. Louis Park,MN,USA,1959-08-13,R,R,225.0,77.0,1981-08-15
12352,Al,Niehaus,Albert Bernard,Cincinnati,OH,USA,1899-06-01,R,R,175.0,71.0,1925-04-22
12353,Dick,Niehaus,Richard J.,Covington,KY,USA,1892-10-24,L,L,165.0,71.0,1913-09-09
12354,Bert,Niehoff,John Albert,Louisville,CO,USA,1884-05-13,R,R,170.0,70.0,1913-10-04
12355,Joe,Niekro,Joseph Franklin,Martins Ferry,OH,USA,1944-11-07,R,R,185.0,73.0,1967-04-16
12356,Lance,Niekro,Lance Joseph,Winter Haven,FL,USA,1979-01-29,R,R,210.0,75.0,2003-09-05
12357,Phil,Niekro,Philip Henry,Blaine,OH,USA,1939-04-01,R,R,180.0,73.0,1964-04-15
12358,Jerry,Nielsen,Gerald Arthur,Sacramento,CA,USA,1966-08-05,L,L,185.0,75.0,1992-07-12
12359,Milt,Nielsen,Milton Robert,Tyler,MN,USA,1925-02-08,L,L,190.0,71.0,1949-09-27
12360,Scott,Nielsen,Jeffrey Scott,Salt Lake City,UT,USA,1958-12-18,R,R,190.0,73.0,1986-07-07
12361,Bob,Nieman,Robert Charles,Cincinnati,OH,USA,1927-01-26,R,R,195.0,71.0,1951-09-14
12362,Butch,Nieman,Elmer Leroy,Herkimer,KS,USA,1918-02-08,L,L,195.0,74.0,1943-05-02
12363,Jeff,Niemann,Jeffrey Warren,Houston,TX,USA,1983-02-28,R,R,285.0,81.0,2008-04-13
12364,Randy,Niemann,Randal Harold,Scotia,CA,USA,1955-11-15,L,L,200.0,76.0,1979-05-20
12365,Jack,Niemes,Jacob Leland,Cincinnati,OH,USA,1919-10-19,R,L,180.0,73.0,1943-05-30
12366,Al,Niemiec,Alfred Joseph,Meriden,CT,USA,1911-05-18,R,R,158.0,71.0,1934-09-19
12367,Jonathon,Niese,Jonathon Joseph,Lima,OH,USA,1986-10-27,L,L,220.0,75.0,2008-09-02
12368,Chuck,Nieson,Charles Bassett,Hanford,CA,USA,1942-09-24,R,R,185.0,74.0,1964-09-18
12369,Adrian,Nieto,Adrian,La Habana,La Habana,Cuba,1989-11-12,B,R,200.0,72.0,2014-04-02
12370,Tom,Nieto,Thomas Andrew,Downey,CA,USA,1960-10-27,R,R,193.0,73.0,1984-05-10
12371,Kirk,Nieuwenhuis,Kirk Robert,Santa Monica,CA,USA,1987-08-07,L,R,225.0,75.0,2012-04-07
12372,Fernando,Nieve,Fernando Alexis,Puerto Cabello,Carabobo,Venezuela,1982-07-15,R,R,220.0,72.0,2006-04-04
12373,Jose,Nieves,Jose Miguel,Guacara,Carabobo,Venezuela,1975-06-16,R,R,180.0,73.0,1998-08-07
12374,Juan,Nieves,Juan Manuel,Santurce,,P.R.,1965-01-05,L,L,175.0,75.0,1986-04-10
12375,Melvin,Nieves,Melvin,San Juan,,P.R.,1971-12-28,B,R,185.0,74.0,1992-09-01
12376,Wil,Nieves,Wilbert,San Juan,,P.R.,1977-09-25,R,R,190.0,71.0,2002-07-21
12377,Fu-Te,Ni,Fu-Te,Pingtung County,,Taiwan,1982-11-14,L,L,170.0,72.0,2009-06-29
12378,Johnny,Niggeling,John Arnold,Remsen,IA,USA,1903-07-10,R,R,170.0,72.0,1938-04-30
12379,Tom,Niland,Thomas James,Brookfield,MA,USA,1870-04-14,R,R,160.0,71.0,1896-04-19
12380,Bill,Niles,William E.,Covington,KY,USA,1867-01-11,,,160.0,,1895-05-13
12381,Harry,Niles,Herbert Clyde,Buchanan,MI,USA,1880-09-10,R,R,175.0,68.0,1906-04-24
12382,Rabbit,Nill,George Charles,Fort Wayne,IN,USA,1881-07-14,R,R,160.0,67.0,1904-09-27
12383,Dave,Nilsson,David Wayne,Brisbane,Queensland,Australia,1969-12-14,L,R,185.0,75.0,1992-05-18
12384,Al,Nipper,Albert Samuel,San Diego,CA,USA,1959-04-02,R,R,188.0,72.0,1983-09-06
12385,Dustin,Nippert,Dustin David,Wheeling,WV,USA,1981-05-06,R,R,215.0,79.0,2005-09-08
12386,Merlin,Nippert,Merlin Lee,Mangum,OK,USA,1938-09-01,R,R,175.0,73.0,1962-09-12
12387,Ron,Nischwitz,Ronald Lee,Dayton,OH,USA,1937-07-01,B,L,205.0,75.0,1961-09-04
12388,Tsuyoshi,Nishioka,Tsuyoshi,Nara,Nara,Japan,1984-07-27,B,R,175.0,73.0,2011-04-01
12389,Otho,Nitcholas,Otho James,McKinney,TX,USA,1908-09-13,R,R,190.0,72.0,1945-04-18
12390,C. J.,Nitkowski,Christopher John,Suffern,NY,USA,1973-03-09,L,L,185.0,74.0,1995-06-03
12391,Ramon,Nivar,Ramon A.,San Cristobal,San Cristobal,D.R.,1980-02-22,R,R,185.0,70.0,2003-07-30
12392,Jayson,Nix,Jayson Truitt Edward,Dallas,TX,USA,1982-08-26,R,R,195.0,71.0,2008-04-01
12393,Laynce,Nix,Laynce Michael,Houston,TX,USA,1980-10-30,L,L,220.0,73.0,2003-07-10
12394,Al,Nixon,Albert Richard,Atlantic City,NJ,USA,1886-04-11,R,L,164.0,67.0,1915-09-04
12395,Donell,Nixon,Robert Donell,Evergreen,NC,USA,1961-12-31,R,R,185.0,73.0,1987-04-07
12396,Otis,Nixon,Otis Junior,Evergreen,NC,USA,1959-01-09,B,R,180.0,74.0,1983-09-09
12397,Russ,Nixon,Russell Eugene,Cleves,OH,USA,1935-02-19,L,R,195.0,73.0,1957-04-20
12398,Trot,Nixon,Christopher Trotman,Durham,NC,USA,1974-04-11,L,L,195.0,73.0,1996-09-21
12399,Willard,Nixon,Willard Lee,Taylorsville,GA,USA,1928-06-17,L,R,195.0,74.0,1950-07-07
12400,Ray,Noble,Rafael Miguel,Central Hatillo,,Cuba,1919-03-15,R,R,210.0,71.0,1951-04-18
12401,Junior,Noboa,Milciades Arturo,Azua,Azua,D.R.,1964-11-10,R,R,155.0,70.0,1984-08-22
12402,Paul,Noce,Paul David,San Francisco,CA,USA,1959-12-16,R,R,175.0,70.0,1987-06-01
12403,Rico,Noel,Jablonski Rico,Lawton,OK,USA,1989-01-11,R,R,170.0,68.0,2015-09-02
12404,Hector,Noesi,Hector,Esperanza,Valverde,D.R.,1987-01-26,R,R,205.0,75.0,2011-05-18
12405,George,Noftsker,George Washington,Shippensburg,PA,USA,1859-08-24,R,R,135.0,68.0,1884-04-17
12406,Matt,Nokes,Matthew Dodge,San Diego,CA,USA,1963-10-31,L,R,185.0,73.0,1985-09-03
12407,Aaron,Nola,Aaron Michael,Baton Rouge,LA,USA,1993-06-04,R,R,195.0,73.0,2015-07-21
12408,Gary,Nolan,Gary Lynn,Herlong,CA,USA,1948-05-27,R,R,197.0,74.0,1967-04-15
12409,Joe,Nolan,Joseph William,St. Louis,MO,USA,1951-05-12,L,R,175.0,71.0,1972-09-21
12410,The Only,Nolan,Edward Sylvester,,,CAN,1857-11-07,L,R,171.0,68.0,1878-05-01
12411,Ricky,Nolasco,Carlos Enrique,Corona,CA,USA,1982-12-13,R,R,235.0,74.0,2006-04-05
12412,Dick,Nold,Richard Louis,San Francisco,CA,USA,1943-05-04,R,R,190.0,74.0,1967-08-19
12413,Dickie,Noles,Dickie Ray,Charlotte,NC,USA,1956-11-19,R,R,160.0,74.0,1979-07-05
12414,Sean,Nolin,Sean Patrick,Seaford,NY,USA,1989-12-26,L,L,230.0,76.0,2013-05-24
12415,Eric,Nolte,Eric Carl,Canoga Park,CA,USA,1964-04-28,L,L,205.0,75.0,1987-08-01
12416,Hideo,Nomo,Hideo,Osaka,Osaka,Japan,1968-08-31,R,R,210.0,74.0,1995-05-02
12417,Takahito,Nomura,Takahito,,Kochi,Japan,1969-01-10,L,L,175.0,67.0,2002-04-03
12418,Red,Nonnenkamp,Leo William,St. Louis,MO,USA,1911-07-07,L,L,165.0,71.0,1933-09-06
12419,Nick,Noonan,Nicholas Murphy,Poway,CA,USA,1989-05-04,L,R,175.0,73.0,2013-04-03
12420,Pete,Noonan,Peter John,West Stockbridge,MA,USA,1881-11-24,R,R,180.0,72.0,1904-06-20
12421,Jerry,Nops,Jeremiah Henry,Toledo,OH,USA,1875-06-23,L,L,168.0,68.0,1896-09-07
12422,Jordan,Norberto,Jordan,Nagua,Maria Trinidad Sanchez,D.R.,1986-12-08,L,L,195.0,72.0,2010-04-06
12423,Tim,Nordbrook,Timothy Charles,Baltimore,MD,USA,1949-07-07,R,R,180.0,73.0,1974-09-13
12424,Wayne,Nordhagen,Wayne Oren,Thief River Falls,MN,USA,1948-07-04,R,R,205.0,74.0,1976-07-16
12425,Lou,Nordyke,Louis Ellis,Brighton,IA,USA,1876-08-07,R,R,185.0,72.0,1906-04-18
12426,Irv,Noren,Irving Arnold,Jamestown,NY,USA,1924-11-29,L,L,190.0,72.0,1950-04-18
12427,John,Noriega,John Alan,Ogden,UT,USA,1943-12-20,R,R,185.0,76.0,1969-05-01
12428,Bill,Norman,Henry Willis Patrick,St. Louis,MO,USA,1910-07-16,R,R,190.0,74.0,1931-08-08
12429,Dan,Norman,Daniel Edmund,Los Angeles,CA,USA,1955-01-11,R,R,195.0,74.0,1977-09-27
12430,Fred,Norman,Fredie Hubert,San Antonio,TX,USA,1942-08-20,B,L,155.0,68.0,1962-09-21
12431,Les,Norman,Leslie Eugene,Warren,MI,USA,1969-02-25,R,R,185.0,73.0,1995-05-29
12432,Nelson,Norman,Nelson Augusto,San Pedro de Macoris,San Pedro de Macoris,D.R.,1958-05-23,B,R,160.0,74.0,1978-05-20
12433,Bud,Norris,David Stefan,Greenbrae,CA,USA,1985-03-02,R,R,195.0,72.0,2009-07-29
12434,Daniel,Norris,Daniel David,Johnson City,TN,USA,1993-04-25,L,L,195.0,74.0,2014-09-05
12435,Derek,Norris,Derek Russell,Goddard,KS,USA,1989-02-14,R,R,210.0,72.0,2012-06-21
12436,Jim,Norris,James Francis,Brooklyn,NY,USA,1948-12-20,L,L,175.0,70.0,1977-04-07
12437,Leo,Norris,Leo John,Bay St. Louis,MS,USA,1908-05-17,R,R,165.0,71.0,1936-04-14
12438,Mike,Norris,Michael Kelvin,San Francisco,CA,USA,1955-03-19,R,R,175.0,74.0,1975-04-10
12439,Bill,North,William Alex,Seattle,WA,USA,1948-05-15,B,R,185.0,71.0,1971-09-03
12440,Hub,Northen,Hubbard Edwin,Atlanta,TX,USA,1886-08-16,L,L,175.0,68.0,1910-09-10
12441,Jake,Northrop,George Howard,Monroeton,PA,USA,1888-03-05,L,R,170.0,71.0,1918-07-29
12442,Jim,Northrup,James Thomas,Breckenridge,MI,USA,1939-11-24,L,R,190.0,75.0,1964-09-30
12443,Lou,North,Louis Alexander,Elgin,IL,USA,1891-06-15,R,R,175.0,71.0,1913-08-22
12444,Ron,Northey,Ronald James,Mahanoy City,PA,USA,1920-04-26,L,R,195.0,70.0,1942-04-14
12445,Scott,Northey,Scott Richard,Philadelphia,PA,USA,1946-10-15,R,R,175.0,72.0,1969-09-02
12446,Effie,Norton,Elisha Strong,Conneaut,OH,USA,1873-08-17,R,R,170.0,70.0,1896-08-08
12447,Frank,Norton,Frank Prescott,Port Jefferson,NY,USA,1845-06-09,,,,,1871-05-05
12448,Greg,Norton,Gregory Blakemoor,San Leandro,CA,USA,1972-07-06,B,R,190.0,73.0,1996-08-18
12449,Phil,Norton,Phillip Douglas,Texarkana,TX,USA,1976-02-01,R,L,185.0,73.0,2000-08-03
12450,Tom,Norton,Thomas John,Elyria,OH,USA,1950-04-26,R,R,200.0,73.0,1972-04-18
12451,Willie,Norwood,Willie,Greene County,AL,USA,1950-11-07,R,R,185.0,72.0,1977-04-21
12452,Randy,Nosek,Randall William,Omaha,NE,USA,1967-01-08,R,R,215.0,76.0,1989-05-27
12453,Joe,Nossek,Joseph Rudolph,Cleveland,OH,USA,1940-11-08,R,R,178.0,72.0,1964-04-18
12454,Don,Nottebart,Donald Edward,West Newton,MA,USA,1936-01-23,R,R,190.0,73.0,1960-07-01
12455,Chet,Nourse,Chester Linwood,Ipswich,MA,USA,1887-08-07,R,R,185.0,75.0,1909-07-27
12456,Ivan,Nova,Ivan Manuel,Palenque,San Cristobal,D.R.,1987-01-12,R,R,235.0,76.0,2010-05-13
12457,Lou,Novikoff,Louis Alexander,Glendale,AZ,USA,1915-10-12,R,R,185.0,70.0,1941-04-15
12458,Rafael,Novoa,Rafael Angel,New York,NY,USA,1967-10-26,L,L,180.0,72.0,1990-07-31
12459,Roberto,Novoa,Roberto,Las Matas de Farfan,San Juan,D.R.,1979-08-15,R,R,200.0,77.0,2004-07-29
12460,Rube,Novotney,Ralph Joseph,Streator,IL,USA,1924-08-05,R,R,187.0,72.0,1949-04-29
12461,Win,Noyes,Winfield Charles,Pleasanton,NE,USA,1889-06-16,R,R,180.0,72.0,1913-05-19
12462,Les,Nunamaker,Leslie Grant,Malcolm,NE,USA,1889-01-25,R,R,190.0,74.0,1911-04-28
12463,Abraham,Nunez,Abraham Orlando,Santo Domingo,Distrito Nacional,D.R.,1976-03-16,B,R,200.0,71.0,1997-08-27
12464,Abraham,Nunez,Abraham,Bajos de Haina,San Cristobal,D.R.,1977-02-05,B,R,210.0,75.0,2002-09-03
12465,Ed,Nunez,Edwin,Humacao,,P.R.,1963-05-27,R,R,235.0,77.0,1982-04-07
12466,Eduardo,Nunez,Eduardo Michelle,Santo Domingo,Distrito Nacional,D.R.,1987-06-15,R,R,195.0,72.0,2010-08-19
12467,Franklin,Nunez,Franklin,Nagua,Maria Trinidad Sanchez,D.R.,1977-01-18,R,R,175.0,72.0,2004-08-14
12468,Jhonny,Nunez,Jhonny J.,San Jose de las Matas,Santiago,D.R.,1985-11-26,R,R,215.0,75.0,2009-08-02
12469,Jose,Nunez,Jose,Jarabacoa,La Vega,D.R.,1964-01-13,R,R,175.0,75.0,1987-04-09
12470,Jose,Nunez,Jose Antonio,Monte Cristi,Monte Cristi,D.R.,1979-03-14,L,L,173.0,74.0,2001-04-03
12471,Juan Carlos,Oviedo,Juan Carlos,Bonao,Monsenor Nouel,D.R.,1982-03-15,R,R,195.0,74.0,2005-05-09
12472,Vladimir,Nunez,Vladimir,La Habana,La Habana,Cuba,1975-03-15,R,R,235.0,77.0,1998-09-11
12473,Jon,Nunnally,Jonathan Keith,Pelham,NC,USA,1971-11-09,L,R,190.0,70.0,1995-04-26
12474,Talmadge,Nunnari,Talmadge Raphael,Pensacola,FL,USA,1975-04-09,L,L,205.0,73.0,2000-09-07
12475,Howie,Nunn,Howard Ralph,Westfield,NC,USA,1935-10-18,R,R,173.0,72.0,1959-04-11
12476,Vidal,Nuno,Vidal Vicente,National City,CA,USA,1987-07-26,L,L,210.0,71.0,2013-04-29
12477,William,Nusz,William Emory,Frederick,MD,USA,1859-11-02,,,148.0,69.0,1884-04-26
12478,Dizzy,Nutter,Everett Clarence,Roseville,OH,USA,1893-08-27,L,R,160.0,69.0,1919-09-07
12479,Joe,Nuxhall,Joseph Henry,Hamilton,OH,USA,1928-07-30,L,L,195.0,75.0,1944-06-10
12480,Charlie,Nyce,Charles Reiff,Philadelphia,PA,USA,1870-07-01,,,160.0,68.0,1895-05-28
12481,Rich,Nye,Richard Raymond,Oakland,CA,USA,1944-08-04,L,L,185.0,76.0,1966-09-16
12482,Ryan,Nye,Ryan Craig,Biloxi,MS,USA,1973-06-24,R,R,195.0,74.0,1997-06-07
12483,Chris,Nyman,Christopher Curtis,Pomona,CA,USA,1955-06-06,R,R,200.0,76.0,1982-07-28
12484,Jerry,Nyman,Gerald Smith,Logan,UT,USA,1942-11-23,L,L,165.0,70.0,1968-08-24
12485,Nyls,Nyman,Nyls Wallace Rex,Detroit,MI,USA,1954-03-07,L,R,170.0,72.0,1974-09-06
12486,Rebel,Oakes,Ennis Telfair,Lisbon,LA,USA,1883-12-17,L,R,170.0,71.0,1909-04-14
12487,Prince,Oana,Henry Kawaihoa,Waipahu,HI,USA,1910-01-22,R,R,193.0,74.0,1934-04-22
12488,Johnny,Oates,Johnny Lane,Sylva,NC,USA,1946-01-21,L,R,188.0,71.0,1970-09-17
12489,Sherman,Obando,Sherman Omar,,Bocas del Toro,Panama,1970-01-23,R,R,215.0,76.0,1993-04-10
12490,Henry,Oberbeck,Henry A.,St. Louis,MO,USA,1858-05-17,,,,,1883-05-07
12491,Scott,Oberg,Scott Michael,Tewksbury,MA,USA,1990-03-13,R,R,205.0,74.0,2015-04-14
12492,Brett,Oberholtzer,Brett R.,Christiana,DE,USA,1989-07-01,L,L,225.0,73.0,2013-04-21
12493,Ken,Oberkfell,Kenneth Ray,Highland,IL,USA,1956-05-04,L,R,175.0,72.0,1977-08-22
12494,Doc,Oberlander,Hartman Louis,Waukegan,IL,USA,1864-05-12,L,L,165.0,70.0,1888-05-16
12495,Frank,Oberlin,Frank Rufus,Elsie,MI,USA,1876-03-29,R,R,165.0,73.0,1906-09-20
12496,Wes,Obermueller,Wesley Mitchell,Cedar Rapids,IA,USA,1976-12-22,R,R,195.0,74.0,2002-09-20
12497,Mike,O'Berry,Preston Michael,Birmingham,AL,USA,1954-04-20,R,R,190.0,74.0,1979-04-08
12498,Jim,Obradovich,James Thomas,Fort Campbell,KY,USA,1949-09-13,L,L,200.0,74.0,1978-09-12
12499,Billy,O'Brien,William Smith,Albany,NY,USA,1860-03-14,R,R,185.0,72.0,1884-09-27
12500,Bob,O'Brien,Robert Allen,Pittsburgh,PA,USA,1949-04-23,L,L,170.0,70.0,1971-04-11
12501,Buck,O'Brien,Thomas Joseph,Brockton,MA,USA,1882-05-09,R,R,188.0,70.0,1911-09-09
12502,Charlie,O'Brien,Charles Hugh,Tulsa,OK,USA,1960-05-01,R,R,195.0,74.0,1985-06-02
12503,Darby,O'Brien,William Darby,Peoria,IL,USA,1863-09-01,R,R,186.0,73.0,1887-04-16
12504,Cinders,O'Brien,John F.,Troy,NY,USA,1867-04-15,R,R,165.0,70.0,1888-06-23
12505,Dan,O'Brien,Daniel Joques,St. Petersburg,FL,USA,1954-04-22,R,R,215.0,76.0,1978-09-04
12506,Dink,O'Brien,Frank Aloysius,San Francisco,CA,USA,1894-09-13,R,R,160.0,68.0,1923-04-26
12507,Eddie,O'Brien,Edward Joseph,South Amboy,NJ,USA,1930-12-11,R,R,165.0,69.0,1953-04-25
12508,George,O'Brien,George Joseph,Cleveland,OH,USA,1889-11-04,R,R,185.0,72.0,1915-08-16
12509,Jack,O'Brien,John K.,Philadelphia,PA,USA,1860-06-12,R,R,184.0,70.0,1882-05-02
12510,Jack,O'Brien,John Joseph,Watervliet,NY,USA,1873-02-05,L,R,165.0,73.0,1899-04-14
12511,John,O'Brien,John E.,Columbus,OH,USA,1851-10-22,,R,187.0,71.0,1884-04-19
12512,John,O'Brien,John Joseph,St. John,NB,CAN,1866-07-13,L,R,175.0,69.0,1891-07-25
